Date2,Date3,Date1,Date,Close/Last,Volume,Open,High,Low
07/13/2021,13-07-2021,07/13/2021,2021/07/13,75.25,412564,74.18,75.52,73.68
07/14/2021,14-07-2021,07/14/2021,2021/07/14,73.13,487678,75.17,75.44,72.21
07/15/2021,15-07-2021,07/15/2021,2021/07/15,71.65,339262,72.96,72.96,71.4
07/16/2021,16-07-2021,07/16/2021,2021/07/16,71.81,113310,71.48,72.3,70.41
07/19/2021,19-07-2021,07/19/2021,2021/07/19,66.42,52689,71.49,71.67,65.63
07/20/2021,20-07-2021,07/20/2021,2021/07/20,67.42,16731,66.6,67.65,65.21
07/21/2021,21-07-2021,07/21/2021,2021/07/21,70.3,484311,66.45,70.51,66.44
07/22/2021,22-07-2021,07/22/2021,2021/07/22,71.91,417966,70.22,72.03,69.86
07/23/2021,23-07-2021,07/23/2021,2021/07/23,72.07,257102,71.71,72.21,71.39
07/26/2021,26-07-2021,07/26/2021,2021/07/26,71.91,355819,72.18,72.43,70.56
07/27/2021,27-07-2021,07/27/2021,2021/07/27,71.65,320109,72.22,72.33,71.08
07/28/2021,28-07-2021,07/28/2021,2021/07/28,72.39,304828,71.9,72.6,71.7
07/29/2021,29-07-2021,07/29/2021,2021/07/29,73.62,278856,72.4,73.68,72.26
07/30/2021,30-07-2021,07/30/2021,2021/07/30,73.95,283342,73.41,74.23,72.93
08-02-2021,02-08-2021,08-02-2021,2021/08/02,71.26,429120,73.91,73.95,70.55
08-03-2021,03-08-2021,08-03-2021,2021/08/03,70.56,486786,71.52,71.96,69.19
08-04-2021,04-08-2021,08-04-2021,2021/08/04,68.15,557749,70.32,70.81,67.85
08-05-2021,05-08-2021,08-05-2021,2021/08/05,69.09,397456,68.06,69.35,67.61
08-06-2021,06-08-2021,08-06-2021,2021/08/06,68.28,497049,69.14,70.18,67.8
08-09-2021,09-08-2021,08-09-2021,2021/08/09,66.48,558082,67.88,67.9,65.15
08-10-2021,10-08-2021,08-10-2021,2021/08/10,68.29,421649,66.85,68.9,66.56
08-11-2021,11-08-2021,08-11-2021,2021/08/11,69.25,479692,68.51,69.45,66.67
08-12-2021,12-08-2021,08-12-2021,2021/08/12,69.09,316001,69.36,69.62,68.46
08/13/2021,13-08-2021,08/13/2021,2021/08/13,68.44,250887,68.91,69.22,67.77
08/16/2021,16-08-2021,08/16/2021,2021/08/16,67.29,310196,67.71,68.27,65.73
08/17/2021,17-08-2021,08/17/2021,2021/08/17,66.59,218404,67.43,67.72,66.33
08/18/2021,18-08-2021,08/18/2021,2021/08/18,65.46,100783,66.58,67.48,64.34
08/19/2021,19-08-2021,08/19/2021,2021/08/19,63.69,50937,64.58,64.76,62.63
08/20/2021,20-08-2021,08/20/2021,2021/08/20,62.32,20071,64.05,64.1,62.11
08/23/2021,23-08-2021,08/23/2021,2021/08/23,65.64,381167,61.96,66,61.74
08/24/2021,24-08-2021,08/24/2021,2021/08/24,67.54,321805,65.54,67.8,65.41
08/25/2021,25-08-2021,08/25/2021,2021/08/25,68.36,340791,67.63,68.54,66.92
08/26/2021,26-08-2021,08/26/2021,2021/08/26,67.42,330284,68,68.31,67.02
08/27/2021,27-08-2021,08/27/2021,2021/08/27,68.74,305563,67.75,69.05,67.52
08/30/2021,30-08-2021,08/30/2021,2021/08/30,69.21,346705,69.3,69.64,67.67
08/31/2021,31-08-2021,08/31/2021,2021/08/31,68.5,302301,69.18,69.34,68.16
09-01-2021,01-09-2021,09-01-2021,2021/09/01,68.59,376119,68.55,68.69,68.17
09-02-2021,02-09-2021,09-02-2021,2021/09/02,69.99,380927,68.29,70.61,67.84
09-03-2021,03-09-2021,09-03-2021,2021/09/03,69.29,294675,69.76,70.53,69.05
09-07-2021,07-09-2021,09-07-2021,2021/09/07,68.35,464757,69.11,69.48,67.64
09-08-2021,08-09-2021,09-08-2021,2021/09/08,69.3,356036,68.37,69.75,68.31
09-09-2021,09-09-2021,09-09-2021,2021/09/09,68.14,527656,69.36,69.89,67.56
09-10-2021,10-09-2021,09-10-2021,2021/09/10,69.72,382399,67.97,69.96,67.68
09/13/2021,13-09-2021,09/13/2021,2021/09/13,70.45,347296,69.74,70.97,69.51
09/14/2021,14-09-2021,09/14/2021,2021/09/14,70.46,373449,70.64,71.22,69.98
09/15/2021,15-09-2021,09/15/2021,2021/09/15,72.61,391304,70.76,73.14,70.65
09/16/2021,16-09-2021,09/16/2021,2021/09/16,72.57,271543,72.65,72.99,71.53
09/17/2021,17-09-2021,09/17/2021,2021/09/17,71.97,104011,72.62,72.72,71.21
09/20/2021,20-09-2021,09/20/2021,2021/09/20,70.29,49307,71.92,72.08,69.86
09/21/2021,21-09-2021,09/21/2021,2021/09/21,70.56,27466,70.59,71.63,69.67
09/22/2021,22-09-2021,09/22/2021,2021/09/22,72.23,366304,70.85,72.3,70.64
09/23/2021,23-09-2021,09/23/2021,2021/09/23,73.3,389586,71.97,73.5,71.61
09/24/2021,24-09-2021,09/24/2021,2021/09/24,73.98,336445,73.24,74.27,72.81
09/27/2021,27-09-2021,09/27/2021,2021/09/27,75.45,400276,74.19,75.75,74.16
09/28/2021,28-09-2021,09/28/2021,2021/09/28,75.29,456945,75.43,76.67,74.24
09/29/2021,29-09-2021,09/29/2021,2021/09/29,74.83,408452,74.38,75.79,73.74
09/30/2021,30-09-2021,09/30/2021,2021/09/30,75.03,566200,74.78,76.07,74.53
10-01-2021,01-10-2021,10-01-2021,2021/10/01,75.88,366613,75.12,75.99,74.23
10-04-2021,04-10-2021,10-04-2021,2021/10/04,77.62,434907,75.9,78.38,75.32
10-05-2021,05-10-2021,10-05-2021,2021/10/05,78.93,421795,77.58,79.48,77.47
10-06-2021,06-10-2021,10-06-2021,2021/10/06,77.43,442865,79.04,79.78,76.83
10-07-2021,07-10-2021,10-07-2021,2021/10/07,78.3,512312,77,78.89,74.96
10-08-2021,08-10-2021,10-08-2021,2021/10/08,79.35,617865,78.86,80.11,78.63
10-11-2021,11-10-2021,10-11-2021,2021/10/11,80.52,616208,79.59,82.18,79.55
10-12-2021,12-10-2021,10-12-2021,2021/10/12,80.64,563724,80.5,81.62,79.47
10/13/2021,13-10-2021,10/13/2021,2021/10/13,80.44,446933,80.58,81.04,79.42
10/14/2021,14-10-2021,10/14/2021,2021/10/14,81.31,377617,80.59,81.54,80.38
10/15/2021,15-10-2021,10/15/2021,2021/10/15,82.28,244384,81.48,82.66,81.39
10/18/2021,18-10-2021,10/18/2021,2021/10/18,82.44,112683,82.6,83.87,81.84
10/19/2021,19-10-2021,10/19/2021,2021/10/19,82.96,51571,82.37,83.74,81.8
10/20/2021,20-10-2021,10/20/2021,2021/10/20,83.87,20021,83.34,84.25,81.3
10/21/2021,21-10-2021,10/21/2021,2021/10/21,82.5,550857,83.58,83.96,80.79
10/22/2021,22-10-2021,10/22/2021,2021/10/22,83.76,449253,82.61,84.22,81.76
10/25/2021,25-10-2021,10/25/2021,2021/10/25,83.71,552769,83.98,85.41,83.39
10/26/2021,26-10-2021,10/26/2021,2021/10/26,84.65,450497,83.72,84.88,82.97
10/27/2021,27-10-2021,10/27/2021,2021/10/27,82.66,514578,84.39,84.51,82.01
10/28/2021,28-10-2021,10/28/2021,2021/10/28,82.81,465907,82.25,83.21,80.58
10/29/2021,29-10-2021,10/29/2021,2021/10/29,83.57,480154,83.09,83.74,81.41
11-01-2021,01-11-2021,11-01-2021,2021/11/01,84.05,391380,83.36,84.88,82.74
11-02-2021,02-11-2021,11-02-2021,2021/11/02,83.91,406851,83.87,84.41,82.92
11-03-2021,03-11-2021,11-03-2021,2021/11/03,80.86,521441,83.07,83.08,79.69
11-04-2021,04-11-2021,11-04-2021,2021/11/04,78.81,679979,80.18,83.42,78.25
11-05-2021,05-11-2021,11-05-2021,2021/11/05,81.27,495564,79.37,81.8,78.96
11-08-2021,08-11-2021,11-08-2021,2021/11/08,81.93,362989,81.13,82.67,81.05
11-09-2021,09-11-2021,11-09-2021,2021/11/09,84.15,469906,82.16,84.63,81.78
11-10-2021,10-11-2021,11-10-2021,2021/11/10,81.34,517666,84.53,84.97,80.81
11-11-2021,11-11-2021,11-11-2021,2021/11/11,81.59,438940,81.41,82.33,80.2
11-12-2021,12-11-2021,11-12-2021,2021/11/12,80.79,366085,81.21,81.62,79.78
11/15/2021,15-11-2021,11/15/2021,2021/11/15,80.88,315309,80.66,81.2,79.3
11/16/2021,16-11-2021,11/16/2021,2021/11/16,80.76,298561,80.93,81.81,80.03
11/17/2021,17-11-2021,11/17/2021,2021/11/17,78.36,151244,80.54,80.69,77.69
11/18/2021,18-11-2021,11/18/2021,2021/11/18,79.01,45129,78.34,79.36,77.08
11/19/2021,19-11-2021,11/19/2021,2021/11/19,76.1,21558,78.76,79.92,75.37
11/22/2021,22-11-2021,11/22/2021,2021/11/22,76.75,450842,75.75,76.88,76.12
11/23/2021,23-11-2021,11/23/2021,2021/11/23,78.5,487578,76.46,78.86,75.3
11/24/2021,24-11-2021,11/24/2021,2021/11/24,78.39,312443,78.48,78.95,78.12
11/26/2021,26-11-2021,11/26/2021,2021/11/26,68.15,825163,78.34,78.65,67.4
11/29/2021,29-11-2021,11/29/2021,2021/11/29,69.95,654128,69.23,70.07,69.02
11/30/2021,30-11-2021,11/30/2021,2021/11/30,66.18,695141,70.04,71.22,64.43
12-01-2021,01-12-2021,12-01-2021,2021/12/01,65.57,577281,67.01,69.49,64.84
12-02-2021,02-12-2021,12-02-2021,2021/12/02,66.5,647830,65.63,67.49,66.53
12-03-2021,03-12-2021,12-03-2021,2021/12/03,66.26,429169,67.5,69.22,65.6
12-06-2021,06-12-2021,12-06-2021,2021/12/06,69.49,381415,67.02,70.15,66.72
12-07-2021,07-12-2021,12-07-2021,2021/12/07,72.05,455978,69.72,73.03,69.52
12-08-2021,08-12-2021,12-08-2021,2021/12/08,72.36,433777,71.86,73,71.48
12-09-2021,09-12-2021,12-09-2021,2021/12/09,70.94,358015,72.52,73.34,70.39
12-10-2021,10-12-2021,12-10-2021,2021/12/10,71.67,359324,70.68,72.33,70.32
12/13/2021,13-12-2021,12/13/2021,2021/12/13,71.29,362043,72.04,73,70.71
12/14/2021,14-12-2021,12/14/2021,2021/12/14,70.73,330236,71.12,72.03,69.51
12/15/2021,15-12-2021,12/15/2021,2021/12/15,70.87,271593,70.35,71.66,69.39
12/16/2021,16-12-2021,12/16/2021,2021/12/16,72.38,121440,71.48,72.99,71.03
12/17/2021,17-12-2021,12/17/2021,2021/12/17,70.86,55248,71.92,72.26,69.89
12/20/2021,20-12-2021,12/20/2021,2021/12/20,68.23,20838,70.07,70.07,66.04
12/21/2021,21-12-2021,12/21/2021,2021/12/21,71.12,343262,69.21,71.55,68.56
12/22/2021,22-12-2021,12/22/2021,2021/12/22,72.76,295571,71.27,73.16,70.8
12/23/2021,23-12-2021,12/23/2021,2021/12/23,73.79,253529,73.03,73.95,72.27
12/27/2021,27-12-2021,12/27/2021,2021/12/27,75.57,253684,73.38,76.09,72.57
12/28/2021,28-12-2021,12/28/2021,2021/12/28,75.98,239539,75.97,76.92,75.53
12/29/2021,29-12-2021,12/29/2021,2021/12/29,76.56,271934,76.04,77.37,75.36
12/30/2021,30-12-2021,12/30/2021,2021/12/30,76.99,219634,76.58,77.44,75.78
12/31/2021,31-12-2021,12/31/2021,2021/12/31,75.21,220573,76.66,77.08,74.95
01-03-2022,03-01-2022,01-03-2022,2022/01/03,76.08,299734,75.69,76.46,74.27
01-04-2022,04-01-2022,01-04-2022,2022/01/04,76.99,354487,76.02,77.64,75.7
01-05-2022,05-01-2022,01-05-2022,2022/01/05,77.85,379035,77.18,78.58,76.51
01-06-2022,06-01-2022,01-06-2022,2022/01/06,79.46,457889,77.24,80.24,76.73
01-07-2022,07-01-2022,01-07-2022,2022/01/07,78.9,383363,79.62,80.47,78.52
01-10-2022,10-01-2022,01-10-2022,2022/01/10,78.23,356260,78.88,79.45,77.83
01-11-2022,11-01-2022,01-11-2022,2022/01/11,81.22,442359,78.42,81.59,78.36
01-12-2022,12-01-2022,01-12-2022,2022/01/12,82.64,385040,81.38,83.1,81.17
01/13/2022,13-01-2022,01/13/2022,2022/01/13,82.12,326008,82.82,82.94,81.39
01/14/2022,14-01-2022,01/14/2022,2022/01/14,83.82,338268,81.73,84.45,81.58
01/18/2022,18-01-2022,01/18/2022,2022/01/18,85.43,140652,84.32,86.63,83.5
01/19/2022,19-01-2022,01/19/2022,2022/01/19,86.96,74583,86.61,87.91,85.77
01/20/2022,20-01-2022,01/20/2022,2022/01/20,86.9,17184,86.23,87.82,86.14
01/21/2022,21-01-2022,01/21/2022,2022/01/21,85.14,488219,84.57,85.56,82.78
01/24/2022,24-01-2022,01/24/2022,2022/01/24,83.31,495716,84.91,86.09,81.9
01/25/2022,25-01-2022,01/25/2022,2022/01/25,85.6,492368,84.15,85.71,82.99
01/26/2022,26-01-2022,01/26/2022,2022/01/26,87.35,442128,85.26,87.95,85.01
01/27/2022,27-01-2022,01/27/2022,2022/01/27,86.61,411978,87.15,88.54,86.2
01/28/2022,28-01-2022,01/28/2022,2022/01/28,86.82,419868,87.5,88.84,86.44
01/31/2022,31-01-2022,01/31/2022,2022/01/31,88.15,335056,87.45,88.39,86.34
02-01-2022,01-02-2022,02-01-2022,2022/02/01,88.2,354875,88.15,88.87,86.55
02-02-2022,02-02-2022,02-02-2022,2022/02/02,88.26,432060,88.35,89.72,87.1
02-03-2022,03-02-2022,02-03-2022,2022/02/03,90.27,443424,87.98,90.45,86.75
02-04-2022,04-02-2022,02-04-2022,2022/02/04,92.31,392350,90.19,93.17,90.07
02-07-2022,07-02-2022,02-07-2022,2022/02/07,91.32,463483,91.82,92.73,90.73
02-08-2022,08-02-2022,02-08-2022,2022/02/08,89.36,429214,91.64,91.68,88.51
02-09-2022,09-02-2022,02-09-2022,2022/02/09,89.66,408290,89.86,90.58,88.41
02-10-2022,10-02-2022,02-10-2022,2022/02/10,89.88,455913,90.01,91.74,89.03
02-11-2022,11-02-2022,02-11-2022,2022/02/11,93.1,518340,90,94.28,92.86
02/14/2022,14-02-2022,02/14/2022,2022/02/14,95.46,437005,93.91,95.54,94.5
02/15/2022,15-02-2022,02/15/2022,2022/02/15,92.07,401815,94.83,95.17,90.66
02/16/2022,16-02-2022,02/16/2022,2022/02/16,93.66,361057,92.21,95.01,90
02/17/2022,17-02-2022,02/17/2022,2022/02/17,91.76,188922,90.9,93.36,90.62
02/18/2022,18-02-2022,02/18/2022,2022/02/18,91.07,98808,91.63,92.66,89.03
02/22/2022,22-02-2022,02/22/2022,2022/02/22,92.35,28595,92.31,92.5,92.09
02/23/2022,23-02-2022,02/23/2022,2022/02/23,92.1,428121,91.74,93.9,90.64
02/24/2022,24-02-2022,02/24/2022,2022/02/24,92.81,851002,92.52,98,91.45
02/25/2022,25-02-2022,02/25/2022,2022/02/25,91.59,502277,93.32,92.46,90.06
02/28/2022,28-02-2022,02/28/2022,2022/02/28,95.72,463872,97.7,99.1,94.43
03-01-2022,01-03-2022,03-01-2022,2022/03/01,103.41,674932,96.09,106.78,95.32
03-02-2022,02-03-2022,03-02-2022,2022/03/02,110.6,628163,107.12,112.44,110.5
03-03-2022,03-03-2022,03-03-2022,2022/03/03,107.67,574369,111.33,116.57,106.43
03-04-2022,04-03-2022,03-04-2022,2022/03/04,115.68,472183,107.96,116.02,114.68
03-07-2022,07-03-2022,03-07-2022,2022/03/07,119.4,541864,124.58,127.6,115.54
03-08-2022,08-03-2022,03-08-2022,2022/03/08,123.7,555762,120.67,129.44,117.07
03-09-2022,09-03-2022,03-09-2022,2022/03/09,108.7,566583,109.05,110.76,107.73
03-10-2022,10-03-2022,03-10-2022,2022/03/10,106.02,401484,110.41,114.88,105.53
03-11-2022,11-03-2022,03-11-2022,2022/03/11,109.33,329393,105.99,110.29,104.48
03/14/2022,14-03-2022,03/14/2022,2022/03/14,103.01,312356,109.42,109.16,99.76
03/15/2022,15-03-2022,03/15/2022,2022/03/15,96.44,369225,102.28,102.58,93.53
03/16/2022,16-03-2022,03/16/2022,2022/03/16,95.04,271220,95.23,99.22,94.07
03/17/2022,17-03-2022,03/17/2022,2022/03/17,102.98,184057,95.34,104.24,94.85
03/18/2022,18-03-2022,03/18/2022,2022/03/18,104.7,57288,103.62,106.28,102.3
03/21/2022,21-03-2022,03/21/2022,2022/03/21,112.12,39803,105.13,112.69,104.08
03/22/2022,22-03-2022,03/22/2022,2022/03/22,111.76,16841,112.9,115.01,109.3
03/23/2022,23-03-2022,03/23/2022,2022/03/23,114.93,270946,108.85,115.4,108.38
03/24/2022,24-03-2022,03/24/2022,2022/03/24,112.34,293172,114.47,116.64,110.61
03/25/2022,25-03-2022,03/25/2022,2022/03/25,113.9,299911,111.75,114.12,108.68
03/28/2022,28-03-2022,03/28/2022,2022/03/28,105.96,354375,112.92,111.89,102.83
03/29/2022,29-03-2022,03/29/2022,2022/03/29,104.24,371233,103.47,107.84,98.44
03/30/2022,30-03-2022,03/30/2022,2022/03/30,107.82,266301,105.24,108.75,104.55
03/31/2022,31-03-2022,03/31/2022,2022/03/31,100.28,432263,107.45,107.8,99.66
04-01-2022,01-04-2022,04-01-2022,2022/04/01,99.27,305041,101.23,101.75,97.78
04-04-2022,04-04-2022,04-04-2022,2022/04/04,103.28,269786,98.95,103.94,98.05
04-05-2022,05-04-2022,04-05-2022,2022/04/05,101.96,263168,103.66,105.59,99.88
04-06-2022,06-04-2022,04-06-2022,2022/04/06,96.23,342749,101.24,104.02,95.73
04-07-2022,07-04-2022,04-07-2022,2022/04/07,96.03,326388,97.16,98.82,93.81
04-08-2022,08-04-2022,04-08-2022,2022/04/08,98.26,274803,97.17,98.76,95.29
04-11-2022,11-04-2022,04-11-2022,2022/04/11,94.29,276968,98.4,98.52,92.93
04-12-2022,12-04-2022,04-12-2022,2022/04/12,100.6,293089,95.17,101.35,94.84
04/13/2022,13-04-2022,04/13/2022,2022/04/13,104.25,271093,100.91,104.47,99.87
04/14/2022,14-04-2022,04/14/2022,2022/04/14,106.95,211055,104.2,107.64,102.12
04/18/2022,18-04-2022,04/18/2022,2022/04/18,108.21,49567,107.03,109.81,106
04/19/2022,19-04-2022,04/19/2022,2022/04/19,102.56,39654,107.75,108.92,102.1
04/20/2022,20-04-2022,04/20/2022,2022/04/20,102.75,12340,103.05,104.16,100.7
04/21/2022,21-04-2022,04/21/2022,2022/04/21,103.79,263513,102.5,105.42,102.01
04/22/2022,22-04-2022,04/22/2022,2022/04/22,102.07,231104,104.07,104.22,101.06
04/25/2022,25-04-2022,04/25/2022,2022/04/25,98.54,313420,101.38,101.55,95.28
04/26/2022,26-04-2022,04/26/2022,2022/04/26,101.7,335929,98.64,102.78,97.06
04/27/2022,27-04-2022,04/27/2022,2022/04/27,102.02,263567,101.76,102.99,99.8
04/28/2022,28-04-2022,04/28/2022,2022/04/28,105.36,295001,102.11,105.68,100.13
04/29/2022,29-04-2022,04/29/2022,2022/04/29,104.69,276730,105.17,107.99,103.78
05-02-2022,02-05-2022,05-02-2022,2022/05/02,105.17,246170,104,105.94,100.28
05-03-2022,03-05-2022,05-03-2022,2022/05/03,102.41,224561,105.08,105.8,102.1
05-04-2022,04-05-2022,05-04-2022,2022/05/04,107.81,258895,103.5,108.61,102.95
05-05-2022,05-05-2022,05-05-2022,2022/05/05,108.26,274172,107.58,111.37,106.45
05-06-2022,06-05-2022,05-06-2022,2022/05/06,109.77,262720,108.7,111.18,107.24
05-09-2022,09-05-2022,05-09-2022,2022/05/09,103.09,333300,110.43,110.49,102.13
05-10-2022,10-05-2022,05-10-2022,2022/05/10,99.76,352536,102.65,104.16,98.86
05-11-2022,11-05-2022,05-11-2022,2022/05/11,105.71,343694,99,106.44,98.2
05-12-2022,12-05-2022,05-12-2022,2022/05/12,106.13,290935,105.63,107.37,102.66
05/13/2022,13-05-2022,05/13/2022,2022/05/13,110.49,215051,106.65,110.64,106.29
05/16/2022,16-05-2022,05/16/2022,2022/05/16,114.2,258919,110.98,114.9,108.11
05/17/2022,17-05-2022,05/17/2022,2022/05/17,112.4,227443,113.87,115.56,111.75
05/18/2022,18-05-2022,05/18/2022,2022/05/18,109.59,87719,113.66,115.42,108.46
05/19/2022,19-05-2022,05/19/2022,2022/05/19,112.21,36889,109.09,112.62,105.13
05/20/2022,20-05-2022,05/20/2022,2022/05/20,113.23,12699,111.45,114.04,110.85
05/23/2022,23-05-2022,05/23/2022,2022/05/23,110.29,204150,110.56,111.96,109.15
05/24/2022,24-05-2022,05/24/2022,2022/05/24,109.77,214622,110.41,110.41,109.67
05/25/2022,25-05-2022,05/25/2022,2022/05/25,110.33,179473,110.39,111.68,109.23
05/26/2022,26-05-2022,05/26/2022,2022/05/26,114.09,219909,110.69,114.83,110.27
05/27/2022,27-05-2022,05/27/2022,2022/05/27,115.07,203136,114.2,115.3,112.85
05/31/2022,31-05-2022,05/31/2022,2022/05/31,114.67,423538,114.96,119.98,114.15
06-01-2022,01-06-2022,06-01-2022,2022/06/01,115.26,272725,115.4,117.87,114.58
06-02-2022,02-06-2022,06-02-2022,2022/06/02,116.87,312379,114.8,117.77,111.2
06-03-2022,03-06-2022,06-03-2022,2022/06/03,118.87,225138,117.55,120.46,115.23
06-06-2022,06-06-2022,06-06-2022,2022/06/06,118.5,230393,120.82,120.99,117.63
06-07-2022,07-06-2022,06-07-2022,2022/06/07,119.41,313707,119.1,120.36,117.14
06-08-2022,08-06-2022,06-08-2022,2022/06/08,122.11,306204,119.79,123.18,119.3
06-09-2022,09-06-2022,06-09-2022,2022/06/09,121.51,254996,122.43,122.72,120.79
06-10-2022,10-06-2022,06-10-2022,2022/06/10,120.67,312480,121.46,122.75,118.33
06/13/2022,13-06-2022,06/13/2022,2022/06/13,120.93,333150,120.19,122.25,117.47
06/14/2022,14-06-2022,06/14/2022,2022/06/14,118.93,332250,121.09,119.1,116.62
06/15/2022,15-06-2022,06/15/2022,2022/06/15,115.31,276231,119.07,119.61,114.6
06/16/2022,16-06-2022,06/16/2022,2022/06/16,117.59,145940,115.98,118.08,116.16
06/17/2022,17-06-2022,06/17/2022,2022/06/17,109.56,70358,117.08,118.97,108.25
06/21/2022,21-06-2022,06/21/2022,2022/06/21,110.65,18403,110.58,112.47,108.72
06/22/2022,22-06-2022,06/22/2022,2022/06/22,106.19,416613,109.54,109.76,101.53
06/23/2022,23-06-2022,06/23/2022,2022/06/23,104.27,331213,104.42,107.05,102.32
06/24/2022,24-06-2022,06/24/2022,2022/06/24,107.62,305960,103.99,108.58,103.64
06/27/2022,27-06-2022,06/27/2022,2022/06/27,109.57,268977,107.22,110.54,105.6
06/28/2022,28-06-2022,06/28/2022,2022/06/28,111.76,294630,110.18,112.22,109.62
06/29/2022,29-06-2022,06/29/2022,2022/06/29,109.78,301016,111.86,114.05,109.22
06/30/2022,30-06-2022,06/30/2022,2022/06/30,105.76,342597,109.7,110.45,105.1
07-01-2022,01-07-2022,07-01-2022,2022/07/01,108.43,285493,106.01,109.34,104.56
07-05-2022,05-07-2022,07-05-2022,2022/07/05,99.5,576315,108.8,99.99,99.06
07-06-2022,06-07-2022,07-06-2022,2022/07/06,98.53,429044,100.36,98.88,95.7
07-07-2022,07-07-2022,07-07-2022,2022/07/07,102.73,362930,98.22,104.48,96.57
07-08-2022,08-07-2022,07-08-2022,2022/07/08,104.79,299690,102.22,105.24,101.51
07-11-2022,11-07-2022,07-11-2022,2022/07/11,104.09,298389,104.79,104.57,100.89
07-12-2022,12-07-2022,07-12-2022,2022/07/12,95.84,363513,103.46,103.49,95.35
07/13/2022,13-07-2022,07/13/2022,2022/07/13,96.3,315723,95.89,97.96,93.67
07/14/2022,14-07-2022,07/14/2022,2022/07/14,95.78,349308,96.57,97,90.56
07/15/2022,15-07-2022,07/15/2022,2022/07/15,97.59,215441,96.39,99.03,94.57
07/18/2022,18-07-2022,07/18/2022,2022/07/18,102.6,66376,97.27,102.8,95.85
07/19/2022,19-07-2022,07/19/2022,2022/07/19,104.22,34094,102,104.46,101.18
07/20/2022,20-07-2022,07/20/2022,2022/07/20,102.26,18256,103.6,104.39,101.51
07/21/2022,21-07-2022,07/21/2022,2022/07/21,96.35,305925,99.91,99.99,94.59
07/22/2022,22-07-2022,07/22/2022,2022/07/22,94.7,292996,96.51,97.66,94.5
07/25/2022,25-07-2022,07/25/2022,2022/07/25,96.7,260943,95.1,96.94,94.96
07/26/2022,26-07-2022,07/26/2022,2022/07/26,94.98,291338,96.33,99,94.76
07/27/2022,27-07-2022,07/27/2022,2022/07/27,97.26,309844,95.6,98.59,94.3
07/28/2022,28-07-2022,07/28/2022,2022/07/28,96.42,298715,98.17,99.84,96.04
07/29/2022,29-07-2022,07/29/2022,2022/07/29,98.62,331035,97.3,99,97.98
08-01-2022,01-08-2022,08-01-2022,2022/08/01,93.89,348791,98.46,94.38,93.2
08-02-2022,02-08-2022,08-02-2022,2022/08/02,94.42,306452,93.75,96.47,93.38
08-03-2022,03-08-2022,08-03-2022,2022/08/03,90.66,373564,93.83,96.57,90.38
08-04-2022,04-08-2022,08-04-2022,2022/08/04,88.54,316209,90.95,91.33,87.55
08-05-2022,05-08-2022,08-05-2022,2022/08/05,89.01,311255,88.06,90.76,87.01
08-08-2022,08-08-2022,08-08-2022,2022/08/08,90.76,292550,88.46,90.89,87.22
08-09-2022,09-08-2022,08-09-2022,2022/08/09,90.5,292332,90.69,92.65,89.05
08-10-2022,10-08-2022,08-10-2022,2022/08/10,91.93,339892,90.51,92.43,87.66
08-11-2022,11-08-2022,08-11-2022,2022/08/11,94.34,302809,91.55,95.05,91.24
08-12-2022,12-08-2022,08-12-2022,2022/08/12,92.09,244514,94.09,94.81,91.16
08/15/2022,15-08-2022,08/15/2022,2022/08/15,89.41,255757,91.94,92.1,86.82
08/16/2022,16-08-2022,08/16/2022,2022/08/16,86.53,281963,87.93,90.65,85.73
08/17/2022,17-08-2022,08/17/2022,2022/08/17,88.11,207973,87.1,89.16,85.88
08/18/2022,18-08-2022,08/18/2022,2022/08/18,90.5,65024,87.39,91.46,87.32
08/19/2022,19-08-2022,08/19/2022,2022/08/19,90.77,34249,90.39,92.09,88.38
08/22/2022,22-08-2022,08/22/2022,2022/08/22,90.23,13712,89.65,91.26,86.6
08/23/2022,23-08-2022,08/23/2022,2022/08/23,93.74,272323,90.55,94.22,90.42
08/24/2022,24-08-2022,08/24/2022,2022/08/24,94.89,309259,93.78,95.4,92.79
08/25/2022,25-08-2022,08/25/2022,2022/08/25,92.52,267455,95.35,95.76,92.29
08/26/2022,26-08-2022,08/26/2022,2022/08/26,93.06,271721,93.06,94.02,91.08
08/29/2022,29-08-2022,08/29/2022,2022/08/29,97.01,269210,92.96,97.37,92.29
08/30/2022,30-08-2022,08/30/2022,2022/08/30,91.64,369652,96.9,93.51,90.54
08/31/2022,31-08-2022,08/31/2022,2022/08/31,89.55,327567,92.31,91.15,88.71
09-01-2022,01-09-2022,09-01-2022,2022/09/01,86.61,287536,88.83,89.63,85.98
09-02-2022,02-09-2022,09-02-2022,2022/09/02,86.87,256223,86.56,89.66,86.35
09-06-2022,06-09-2022,09-06-2022,2022/09/06,86.88,392625,86.5,87.3,86.27
09-07-2022,07-09-2022,09-07-2022,2022/09/07,81.94,364766,86.93,83.91,81.5
09-08-2022,08-09-2022,09-08-2022,2022/09/08,83.54,307373,81.91,83.38,82.46
09-09-2022,09-09-2022,09-09-2022,2022/09/09,86.79,265221,82.8,87.2,82.71
09-12-2022,12-09-2022,09-12-2022,2022/09/12,87.78,245965,86.25,88.75,87.36
09/13/2022,13-09-2022,09/13/2022,2022/09/13,87.31,315599,88.09,87.97,86.61
09/14/2022,14-09-2022,09/14/2022,2022/09/14,88.48,296050,87.94,90.19,88.02
